Academic Year,State,Area,Region,School,Grade Level,Student Number,Class Year,Class Cohort,Test Date,Grade Level Taken,English,Mathematics,Reading,Science,Composite,Writing,STEM,ELA,Exam Number,Highest Composite,Highest English,Highest Mathematics,Highest Reading,Highest Science,Growth Previous Exam,Number Exams Taken,Tier,Meets 21
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108240438,2024,Seniors,,,,,,,,,,,0,,,,,,,0,,
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108241913,2024,Seniors,10/1/2023,11,8,14,12,12,12,4,13,9,1,12,8,14,12,12,,1,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070720,2024,Seniors,9/1/2022,11,15,16,22,21,19,,19,,1,21,20,17,26,21,,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070720,2024,Seniors,10/1/2022,11,19,16,20,20,19,7,18,20,2,21,20,17,26,21,0,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070720,2024,Seniors,12/1/2022,11,19,16,24,19,20,,18,,3,21,20,17,26,21,1,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070720,2024,Seniors,2/1/2023,11,17,17,16,17,17,,17,,4,21,20,17,26,21,-3,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070720,2024,Seniors,10/1/2023,12,20,15,26,21,21,7,18,21,5,21,20,17,26,21,4,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108131770,2024,Seniors,10/1/2022,11,14,16,19,16,16,4,16,14,1,17,15,18,19,19,,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108131770,2024,Seniors,12/1/2022,11,14,17,14,18,16,,18,,2,17,15,18,19,19,0,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108131770,2024,Seniors,2/1/2023,11,15,18,18,18,17,,18,,3,17,15,18,19,19,1,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108131770,2024,Seniors,4/1/2023,11,13,16,18,19,17,,18,,4,17,15,18,19,19,0,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108131770,2024,Seniors,10/1/2023,12,14,16,19,13,16,5,15,15,5,17,15,18,19,19,-1,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070736,2024,Seniors,4/1/2022,10,22,20,23,18,21,,19,,1,23,23,24,23,25,,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070736,2024,Seniors,9/1/2022,11,20,19,19,20,20,,20,,2,23,23,24,23,25,-1,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070736,2024,Seniors,10/1/2022,11,20,22,21,23,22,5,23,17,3,23,23,24,23,25,2,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070736,2024,Seniors,12/1/2022,11,18,24,19,21,21,,23,,4,23,23,24,23,25,-1,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070736,2024,Seniors,2/1/2023,11,23,22,21,20,22,,21,,5,23,23,24,23,25,1,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070736,2024,Seniors,4/1/2023,11,17,23,16,19,19,,21,,6,23,23,24,23,25,-3,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070736,2024,Seniors,10/1/2023,12,22,22,22,25,23,8,24,22,7,23,23,24,23,25,4,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108096132,2024,Seniors,9/1/2022,11,12,15,10,11,12,,13,,1,13,12,15,12,14,,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108096132,2024,Seniors,10/1/2022,11,11,15,11,13,13,2,14,8,2,13,12,15,12,14,1,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108096132,2024,Seniors,12/1/2022,11,9,15,12,14,13,,15,,3,13,12,15,12,14,0,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108096132,2024,Seniors,10/1/2023,12,11,15,11,10,12,2,13,8,4,13,12,15,12,14,-1,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070761,2024,Seniors,10/1/2022,11,10,14,14,17,14,4,16,11,1,14,10,15,14,17,,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070761,2024,Seniors,12/1/2022,11,10,13,11,13,12,,13,,2,14,10,15,14,17,-2,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070761,2024,Seniors,4/1/2023,11,10,15,14,14,13,,15,,3,14,10,15,14,17,1,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070761,2024,Seniors,10/1/2023,12,10,12,10,14,12,4,13,9,4,14,10,15,14,17,-1,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108053975,2024,Seniors,10/1/2022,11,7,15,10,9,10,3,12,7,1,13,10,16,12,17,,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108053975,2024,Seniors,2/1/2023,11,7,14,12,17,13,,16,,2,13,10,16,12,17,3,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108053975,2024,Seniors,4/1/2023,11,7,13,12,7,10,,10,,3,13,10,16,12,17,-3,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108053975,2024,Seniors,10/1/2023,12,10,16,11,14,13,3,15,8,4,13,10,16,12,17,3,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108125740,2024,Seniors,10/1/2022,11,15,15,12,16,15,5,16,13,1,17,16,16,14,20,,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108125740,2024,Seniors,2/1/2023,11,15,16,12,18,15,,17,,2,17,16,16,14,20,0,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108125740,2024,Seniors,10/1/2023,12,16,16,14,20,17,4,18,13,3,17,16,16,14,20,2,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070719,2024,Seniors,4/1/2022,10,15,18,18,20,18,,19,,1,18,15,21,18,20,,5,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070719,2024,Seniors,9/1/2022,11,13,18,13,12,14,,15,,2,18,15,21,18,20,-4,5,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070719,2024,Seniors,10/1/2022,11,14,18,16,17,16,2,18,10,3,18,15,21,18,20,2,5,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070719,2024,Seniors,2/1/2023,11,15,20,14,20,17,,20,,4,18,15,21,18,20,1,5,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070719,2024,Seniors,10/1/2023,12,15,21,13,19,17,,20,,5,18,15,21,18,20,0,5,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070738,2024,Seniors,4/1/2022,10,21,20,21,18,20,,19,,1,21,22,22,21,22,,4,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070738,2024,Seniors,9/1/2022,11,22,20,16,21,20,,21,,2,21,22,22,21,22,0,4,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070738,2024,Seniors,10/1/2022,11,20,20,20,22,21,5,21,17,3,21,22,22,21,22,1,4,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070738,2024,Seniors,2/1/2023,11,20,22,15,17,19,,20,,4,21,22,22,21,22,-2,4,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070739,2024,Seniors,9/1/2022,11,21,18,19,19,19,,19,,1,21,24,18,23,21,,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070739,2024,Seniors,10/1/2022,11,20,18,20,21,20,6,20,19,2,21,24,18,23,21,1,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070739,2024,Seniors,2/1/2023,11,22,18,17,19,19,,19,,3,21,24,18,23,21,-1,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070739,2024,Seniors,4/1/2023,11,21,16,21,20,20,,18,,4,21,24,18,23,21,1,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070739,2024,Seniors,10/1/2023,12,24,16,23,21,21,7,19,22,5,21,24,18,23,21,1,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070710,2024,Seniors,12/1/2021,10,20,23,22,26,23,,25,,1,27,24,28,29,28,,9,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070710,2024,Seniors,4/1/2022,10,21,23,27,23,24,,23,,2,27,24,28,29,28,1,9,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070710,2024,Seniors,9/1/2022,11,20,23,27,28,25,,26,,3,27,24,28,29,28,1,9,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070710,2024,Seniors,10/1/2022,11,20,25,21,25,23,8,25,21,4,27,24,28,29,28,-2,9,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070710,2024,Seniors,12/1/2022,11,21,25,22,24,23,,25,,5,27,24,28,29,28,0,9,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070710,2024,Seniors,2/1/2023,11,20,26,25,25,24,,26,,6,27,24,28,29,28,1,9,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070710,2024,Seniors,4/1/2023,11,23,25,25,26,25,,26,,7,27,24,28,29,28,1,9,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070710,2024,Seniors,7/1/2023,11,24,27,22,28,25,,28,,8,27,24,28,29,28,0,9,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070710,2024,Seniors,10/1/2023,12,22,28,29,27,27,7,28,23,9,27,24,28,29,28,2,9,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108074940,2024,Seniors,4/1/2022,10,30,25,29,27,28,,26,,1,28,30,25,29,31,,2,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108074940,2024,Seniors,10/1/2022,11,24,20,21,31,24,6,26,20,2,28,30,25,29,31,-4,2,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108074940,2024,Seniors,10/1/2023,12,,,,,,,,,0,28,30,25,29,31,,2,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108094014,2024,Seniors,10/1/2022,11,8,14,11,11,11,4,13,8,1,13,10,14,14,12,,2,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108094014,2024,Seniors,10/1/2023,12,10,14,14,12,13,6,13,13,2,13,10,14,14,12,2,2,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108037944,2024,Seniors,10/1/2022,11,21,23,27,23,24,6,23,20,1,26,23,27,31,29,,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108037944,2024,Seniors,12/1/2022,11,21,26,31,26,26,,26,,2,26,23,27,31,29,2,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108037944,2024,Seniors,2/1/2023,11,18,25,28,25,24,,25,,3,26,23,27,31,29,-2,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108037944,2024,Seniors,4/1/2023,11,23,27,25,29,26,,28,,4,26,23,27,31,29,2,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108037944,2024,Seniors,10/1/2023,12,5,23,31,24,21,5,24,17,5,26,23,27,31,29,-5,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070725,2024,Seniors,9/1/2022,11,10,16,11,16,13,,16,,1,14,11,17,16,16,,6,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070725,2024,Seniors,10/1/2022,11,11,15,10,12,12,3,14,8,2,14,11,17,16,16,-1,6,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070725,2024,Seniors,12/1/2022,11,10,17,14,13,14,,15,,3,14,11,17,16,16,2,6,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070725,2024,Seniors,2/1/2023,11,10,16,14,15,14,,16,,4,14,11,17,16,16,0,6,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070725,2024,Seniors,4/1/2023,11,11,16,12,16,14,,16,,5,14,11,17,16,16,0,6,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070725,2024,Seniors,10/1/2023,12,11,15,16,14,14,3,15,9,6,14,11,17,16,16,0,6,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108100966,2024,Seniors,10/1/2022,11,10,14,11,15,13,5,15,10,1,13,12,15,14,15,,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108100966,2024,Seniors,12/1/2022,11,6,15,11,9,10,,12,,2,13,12,15,14,15,-3,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108100966,2024,Seniors,4/1/2023,11,6,14,13,13,12,,14,,3,13,12,15,14,15,2,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108100966,2024,Seniors,10/1/2023,12,12,13,14,14,13,2,14,9,4,13,12,15,14,15,1,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108118110,2024,Seniors,10/1/2022,11,24,26,26,22,25,3,24,17,1,25,28,26,26,26,,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108118110,2024,Seniors,12/1/2022,11,24,25,21,21,23,,23,,2,25,28,26,26,26,-2,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108118110,2024,Seniors,2/1/2023,11,25,23,17,24,22,,24,,3,25,28,26,26,26,-1,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108118110,2024,Seniors,4/1/2023,11,28,26,18,26,25,,26,,4,25,28,26,26,26,3,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108118110,2024,Seniors,10/1/2023,12,20,19,19,21,20,,20,,5,25,28,26,26,26,-5,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070711,2024,Seniors,4/1/2022,10,13,16,12,19,15,,18,,1,17,16,18,23,19,,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070711,2024,Seniors,9/1/2022,11,15,16,16,15,16,,16,,2,17,16,18,23,19,1,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070711,2024,Seniors,10/1/2022,11,11,17,23,16,17,5,17,15,3,17,16,18,23,19,1,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070711,2024,Seniors,2/1/2023,11,16,18,14,16,16,,17,,4,17,16,18,23,19,-1,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070711,2024,Seniors,10/1/2023,12,8,14,15,10,12,,12,,5,17,16,18,23,19,-4,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070697,2024,Seniors,9/1/2022,11,13,16,13,13,14,,15,,1,17,20,16,14,18,,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070697,2024,Seniors,10/1/2022,11,14,15,14,14,14,4,15,13,2,17,20,16,14,18,0,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070697,2024,Seniors,12/1/2022,11,20,16,13,18,17,,17,,3,17,20,16,14,18,3,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070697,2024,Seniors,10/1/2023,12,12,14,11,9,12,4,12,11,4,17,20,16,14,18,-5,4,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108094018,2024,Seniors,10/1/2022,11,10,15,14,16,14,4,16,10,1,14,13,16,15,16,,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108094018,2024,Seniors,12/1/2022,11,10,16,10,16,13,,16,,2,14,13,16,15,16,-1,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108094018,2024,Seniors,2/1/2023,11,10,15,11,15,13,,15,,3,14,13,16,15,16,0,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108094018,2024,Seniors,4/1/2023,11,13,14,15,13,14,,14,,4,14,13,16,15,16,1,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108094018,2024,Seniors,10/1/2023,12,11,13,13,12,12,4,13,11,5,14,13,16,15,16,-2,5,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070763,2024,Seniors,9/1/2022,11,12,19,13,16,15,,18,,1,18,16,19,20,19,,4,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070763,2024,Seniors,10/1/2022,11,15,16,12,17,15,6,17,14,2,18,16,19,20,19,0,4,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070763,2024,Seniors,2/1/2023,11,16,18,10,19,16,,19,,3,18,16,19,20,19,1,4,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070763,2024,Seniors,10/1/2023,12,15,18,20,18,18,2,18,12,4,18,16,19,20,19,2,4,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108062435,2024,Seniors,10/1/2022,11,12,14,8,15,12,4,15,9,1,13,12,16,11,15,,2,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108062435,2024,Seniors,12/1/2022,11,9,16,11,14,13,,15,,2,13,12,16,11,15,1,2,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070741,2024,Seniors,4/1/2022,10,29,26,32,24,28,,25,,1,32,34,27,35,31,,7,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070741,2024,Seniors,9/1/2022,11,26,26,33,28,28,,27,,2,32,34,27,35,31,0,7,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070741,2024,Seniors,10/1/2022,11,33,25,29,31,30,7,28,27,3,32,34,27,35,31,2,7,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070741,2024,Seniors,12/1/2022,11,28,26,30,28,28,,27,,4,32,34,27,35,31,-2,7,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070741,2024,Seniors,2/1/2023,11,30,24,28,29,28,,27,,5,32,34,27,35,31,0,7,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070741,2024,Seniors,4/1/2023,11,34,27,35,30,32,,29,,6,32,34,27,35,31,4,7,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070741,2024,Seniors,10/1/2023,12,30,25,31,30,29,7,28,26,7,32,34,27,35,31,-3,7,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070768,2024,Seniors,4/1/2022,10,29,19,32,24,26,,22,,1,27,34,19,34,25,,5,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070768,2024,Seniors,9/1/2022,11,28,16,30,25,25,,21,,2,27,34,19,34,25,-1,5,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070768,2024,Seniors,10/1/2022,11,34,18,24,23,25,8,21,27,3,27,34,19,34,25,0,5,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070768,2024,Seniors,2/1/2023,11,27,15,31,24,24,,20,,4,27,34,19,34,25,-1,5,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070768,2024,Seniors,10/1/2023,12,30,18,34,25,27,,22,,5,27,34,19,34,25,3,5,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117302,2024,Seniors,9/1/2022,11,12,16,20,15,16,,16,,1,16,12,17,20,21,,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117302,2024,Seniors,12/1/2022,11,11,17,16,21,16,,19,,2,16,12,17,20,21,0,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117302,2024,Seniors,10/1/2023,12,12,16,14,18,15,6,17,14,3,16,12,17,20,21,-1,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108096111,2024,Seniors,4/1/2022,10,18,18,16,18,18,,18,,1,21,23,21,23,20,,6,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108096111,2024,Seniors,9/1/2022,11,20,17,15,18,18,6,18,17,2,21,23,21,23,20,0,6,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108096111,2024,Seniors,10/1/2022,11,19,17,23,20,20,8,19,22,3,21,23,21,23,20,2,6,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108096111,2024,Seniors,12/1/2022,11,16,16,18,19,17,,18,,4,21,23,21,23,20,-3,6,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108096111,2024,Seniors,2/1/2023,11,23,17,20,18,20,8,18,22,5,21,23,21,23,20,3,6,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108096111,2024,Seniors,10/1/2023,12,23,21,20,20,21,9,21,23,6,21,23,21,23,20,1,6,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108094085,2024,Seniors,10/1/2022,11,11,15,12,9,12,4,12,11,1,12,11,15,14,15,,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108094085,2024,Seniors,2/1/2023,11,10,12,11,15,12,,14,,2,12,11,15,14,15,0,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108094085,2024,Seniors,10/1/2023,12,10,15,14,5,11,3,10,9,3,12,11,15,14,15,-1,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070713,2024,Seniors,10/1/2022,11,5,14,11,10,10,2,12,6,1,11,8,14,11,13,,2,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108070713,2024,Seniors,10/1/2023,12,8,13,11,13,11,2,13,7,2,11,8,14,11,13,1,2,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108033336,2024,Seniors,9/1/2022,11,24,27,23,26,25,,27,,1,28,30,27,31,29,,6,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108033336,2024,Seniors,10/1/2022,11,25,26,21,24,24,8,25,23,2,28,30,27,31,29,-1,6,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108033336,2024,Seniors,12/1/2022,11,28,27,26,24,26,,26,,3,28,30,27,31,29,2,6,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108033336,2024,Seniors,2/1/2023,11,27,27,23,28,26,,28,,4,28,30,27,31,29,0,6,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108033336,2024,Seniors,4/1/2023,11,30,25,30,23,27,,24,,5,28,30,27,31,29,1,6,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108033336,2024,Seniors,10/1/2023,12,29,24,31,29,28,6,27,25,6,28,30,27,31,29,1,6,1,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108033335,2024,Seniors,9/1/2022,11,21,25,15,24,21,,25,,1,26,24,27,30,29,,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108033335,2024,Seniors,10/1/2022,11,20,22,16,16,19,4,19,14,2,26,24,27,30,29,-2,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108033335,2024,Seniors,12/1/2022,11,24,22,21,21,22,,22,,3,26,24,27,30,29,3,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108033335,2024,Seniors,4/1/2023,11,24,27,22,27,25,,27,,4,26,24,27,30,29,3,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108033335,2024,Seniors,10/1/2023,12,24,20,30,29,26,5,25,22,5,26,24,27,30,29,1,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117399,2024,Seniors,6/1/2022,10,17,21,20,23,20,,22,,1,25,24,26,25,24,,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117399,2024,Seniors,9/1/2022,11,18,21,20,20,20,,21,,2,25,24,26,25,24,0,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117399,2024,Seniors,10/1/2022,11,19,21,20,18,20,6,20,18,3,25,24,26,25,24,0,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117399,2024,Seniors,12/1/2022,11,20,22,23,24,22,,23,,4,25,24,26,25,24,2,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117399,2024,Seniors,2/1/2023,11,21,22,21,18,21,,20,,5,25,24,26,25,24,-1,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117399,2024,Seniors,4/1/2023,11,22,18,20,23,21,,21,,6,25,24,26,25,24,0,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108117399,2024,Seniors,10/1/2023,12,24,26,25,23,25,7,25,22,7,25,24,26,25,24,4,7,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108119977,2024,Seniors,9/1/2022,11,15,16,15,13,15,,15,,1,15,17,16,15,16,,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108119977,2024,Seniors,10/1/2022,11,15,16,14,16,15,6,16,15,2,15,17,16,15,16,0,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,12,108119977,2024,Seniors,10/1/2023,12,17,16,12,16,15,6,16,15,3,15,17,16,15,16,0,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108149861,2025,Juniors,2/1/2023,10,10,14,11,9,11,,12,,1,15,16,15,14,18,,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108149861,2025,Juniors,4/1/2023,10,16,15,14,16,15,,16,,2,15,16,15,14,18,4,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108149861,2025,Juniors,10/1/2023,11,15,14,10,18,14,5,16,12,3,15,16,15,14,18,-1,3,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108152239,2025,Juniors,2/1/2023,10,16,15,17,23,18,,19,,1,18,19,16,19,23,,4,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108152239,2025,Juniors,4/1/2023,10,16,16,19,21,18,,19,,2,18,19,16,19,23,0,4,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108152239,2025,Juniors,10/1/2023,11,19,16,12,12,15,8,14,18,3,18,19,16,19,23,-3,4,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108152239,2025,Juniors,4/1/2024,11,15,16,19,22,18,,19,,4,18,19,16,19,23,3,4,3,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108075825,2025,Juniors,12/1/2022,10,16,27,18,23,21,,25,,1,25,21,27,25,30,,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108075825,2025,Juniors,2/1/2023,10,19,24,19,21,21,,23,,2,25,21,27,25,30,0,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108075825,2025,Juniors,4/1/2023,10,19,26,23,30,25,,28,,3,25,21,27,25,30,4,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108075825,2025,Juniors,10/1/2023,11,20,24,19,24,22,7,24,19,4,25,21,27,25,30,-3,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108075825,2025,Juniors,4/1/2024,11,21,25,25,25,24,,25,,5,25,21,27,25,30,2,5,2,1
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108098996,2025,Juniors,2/1/2023,10,8,13,10,17,12,,15,,1,12,8,14,12,17,,2,4,0
2023-2024,TX,Central Texas,Austin,Bluff Springs,11,108098996,2025,Juniors,10/1/2023,11,8,14,12,11,11,4,13,10,2,12,8,14,12,17,-1,2,4,0
